MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
9,5,60.0,7200,1,1,3,3,0,4,0,5,2,2,0,6,5,8,0,2003,1,1,15,6,4,0.0,3,2,1,2,5,0,2,660.0,6,0.0,108.0,768.0,1,2,1,4,768,0,0,768,0.0,1.0,1,0,2,1,4,5,7,0,3,5,1974.0,0,1.0,396.0,5,5,2,192,0,0,0,0,0,3,2,2,0,4,2009,9,4,133900
9,5,70.0,8445,1,1,3,3,0,0,0,5,2,2,0,6,5,7,0,2007,1,1,6,16,4,0.0,3,4,1,2,5,0,2,656.0,6,0.0,112.0,768.0,1,4,1,4,768,0,0,768,1.0,0.0,1,0,2,1,4,5,7,0,3,5,1988.0,3,2.0,396.0,5,5,2,58,0,0,0,0,0,3,2,2,0,3,2009,9,4,133000
0,5,90.0,11664,1,1,3,3,0,0,0,5,2,2,0,2,7,5,0,2002,3,1,13,14,4,0.0,2,4,2,2,5,0,2,1234.0,6,0.0,335.0,1569.0,1,0,1,4,1611,0,0,1611,1.0,0.0,2,0,3,1,2,6,7,0,3,1,2002.0,2,3.0,1231.0,5,5,2,262,93,0,0,0,0,3,4,2,0,9,2009,9,4,250000
5,5,70.0,12334,1,1,0,3,0,4,0,5,2,2,0,5,8,5,0,2003,1,1,13,14,1,198.0,2,4,2,2,5,0,6,0.0,6,0.0,1068.0,1068.0,1,0,1,4,1068,1116,0,2184,0.0,0.0,2,1,4,1,2,8,7,1,2,3,2003.0,2,2.0,570.0,5,5,2,192,132,0,0,0,0,3,4,2,0,6,2009,9,4,254750
0,5,70.0,11838,1,1,3,3,0,4,0,5,2,2,0,2,8,5,0,2001,3,1,13,14,4,0.0,2,4,2,2,5,0,6,0.0,6,0.0,1753.0,1753.0,1,0,1,4,1788,0,0,1788,0.0,0.0,2,0,3,1,0,7,7,1,5,1,2001.0,2,2.0,522.0,5,5,2,202,151,0,0,0,0,3,4,2,0,6,2009,9,4,236500
5,5,70.0,11885,1,1,3,3,0,4,0,5,2,2,0,5,8,5,0,2001,1,1,13,14,1,108.0,2,4,2,2,5,0,2,990.0,6,0.0,309.0,1299.0,1,0,1,4,1299,573,0,1872,1.0,0.0,2,1,3,1,0,7,7,1,5,3,2001.0,2,2.0,531.0,5,5,2,160,122,0,0,0,0,3,4,2,0,11,2009,9,4,261500
5,5,70.0,11050,1,1,3,3,0,4,0,5,4,2,0,5,9,5,0,2000,3,1,13,14,1,204.0,2,4,2,0,5,2,2,904.0,6,0.0,536.0,1440.0,1,0,1,4,1476,677,0,2153,1.0,0.0,2,1,3,1,0,8,7,2,0,1,2000.0,0,3.0,736.0,5,5,2,253,142,0,0,0,0,3,4,2,0,5,2009,9,4,313000
5,5,70.0,8749,1,1,3,3,0,4,0,5,2,2,0,5,7,5,0,2002,1,1,13,14,3,0.0,2,4,2,2,5,4,6,0.0,6,0.0,840.0,840.0,1,0,1,4,840,885,0,1725,0.0,0.0,2,1,3,1,2,6,7,0,3,1,2002.0,2,2.0,550.0,5,5,2,0,48,0,0,0,0,3,4,2,0,11,2009,9,4,198500
5,5,70.0,11250,1,1,3,3,0,0,0,5,2,2,0,5,7,5,0,2001,1,1,13,14,4,0.0,2,4,2,2,5,4,6,0.0,6,0.0,944.0,944.0,1,0,1,4,944,926,0,1870,0.0,0.0,2,1,3,1,2,6,7,0,3,1,2001.0,2,2.0,608.0,5,5,2,256,43,0,0,0,0,3,4,2,0,5,2009,9,4,211000
0,5,90.0,15750,1,1,3,3,0,3,0,5,1,2,0,2,8,5,0,2000,1,1,13,14,1,260.0,2,4,2,2,5,1,2,1246.0,6,0.0,216.0,1462.0,1,0,1,4,1513,0,0,1513,1.0,0.0,2,0,2,1,2,5,7,1,5,1,1999.0,0,2.0,521.0,5,5,2,135,34,0,0,0,0,3,4,2,0,6,2009,9,4,220000
0,5,73.0,11883,1,1,3,3,0,4,0,5,2,2,0,2,7,5,0,1996,3,1,13,14,1,196.0,2,4,2,2,5,1,2,690.0,6,0.0,814.0,1504.0,1,0,1,4,1504,0,0,1504,1.0,0.0,2,0,3,1,2,6,7,1,5,1,1996.0,0,2.0,478.0,5,5,2,115,66,0,0,0,0,3,4,2,0,6,2009,9,4,203000
0,5,70.0,12782,1,1,3,3,0,4,0,5,2,2,0,2,8,5,0,2003,3,1,6,6,1,164.0,2,4,2,0,5,1,2,1360.0,6,0.0,462.0,1822.0,1,0,1,4,1828,0,0,1828,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2002.0,0,2.0,523.0,5,5,2,194,144,0,0,0,0,3,4,2,0,6,2009,9,4,279500
0,5,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,2,7,5,0,1998,1,1,13,14,1,209.0,2,4,2,2,5,0,2,1111.0,6,0.0,306.0,1417.0,1,0,1,4,1417,0,0,1417,1.0,0.0,2,0,3,1,2,7,7,1,5,1,1997.0,3,2.0,511.0,5,5,2,60,0,0,0,117,0,3,4,2,0,8,2009,9,4,210000
5,5,70.0,9375,1,1,3,3,0,4,0,5,2,2,0,5,7,5,0,1998,1,1,13,14,1,573.0,3,4,2,2,5,4,2,739.0,6,0.0,318.0,1057.0,1,0,1,4,1057,977,0,2034,1.0,0.0,2,1,3,1,2,8,7,0,3,1,1998.0,2,2.0,645.0,5,5,2,576,36,0,0,0,0,3,0,2,0,2,2009,9,4,219500
5,5,70.0,8750,1,1,3,3,0,4,0,5,2,2,0,5,7,5,0,1996,1,1,13,14,4,0.0,2,4,2,2,5,4,6,0.0,6,0.0,880.0,880.0,1,0,1,4,909,807,0,1716,0.0,0.0,2,1,2,1,2,7,7,1,5,1,1996.0,2,2.0,512.0,5,5,2,0,120,0,0,0,0,3,4,2,0,7,2009,9,4,191000
0,5,70.0,9100,1,1,3,3,0,4,0,5,2,2,0,2,7,5,0,2001,1,1,13,14,4,0.0,2,4,2,2,5,4,6,0.0,6,0.0,1212.0,1212.0,1,0,1,4,1212,0,0,1212,0.0,0.0,2,0,3,1,2,6,7,0,3,1,2001.0,2,2.0,573.0,5,5,2,356,0,0,0,0,0,3,4,2,0,6,2009,9,4,178000
0,5,75.0,9750,1,1,3,3,0,4,0,5,2,2,0,2,7,5,0,2001,1,1,13,14,1,171.0,2,4,2,2,5,4,6,0.0,6,0.0,1630.0,1630.0,1,0,1,4,1630,0,0,1630,0.0,0.0,2,0,3,1,2,6,7,1,5,1,2000.0,3,2.0,451.0,5,5,2,74,234,0,0,0,0,3,4,2,0,10,2009,9,4,213000
11,6,70.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,0,2004,1,1,13,14,1,170.0,2,4,2,2,5,0,2,685.0,6,0.0,163.0,848.0,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,4,7,0,3,1,2003.0,0,2.0,420.0,5,5,2,140,0,0,0,0,0,3,4,2,0,6,2009,9,4,144000
11,6,70.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,0,2003,1,1,13,14,1,170.0,2,4,2,2,5,0,2,685.0,6,0.0,163.0,848.0,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,4,7,0,3,1,2003.0,0,2.0,420.0,5,5,2,140,0,0,0,0,0,3,4,2,0,5,2009,9,4,140000
0,5,85.0,10200,1,1,3,3,0,4,0,5,2,2,0,2,8,5,0,2007,1,1,13,14,1,180.0,2,4,2,2,5,0,2,1478.0,6,0.0,100.0,1578.0,1,0,1,4,1602,0,0,1602,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2007.0,2,3.0,810.0,5,5,2,0,48,0,0,195,0,3,4,2,0,1,2009,9,4,293200
5,5,65.0,9313,1,1,0,3,0,4,0,5,2,2,0,5,7,5,0,2004,1,1,13,14,4,0.0,2,4,2,2,5,4,6,0.0,6,0.0,864.0,864.0,1,0,1,4,864,864,0,1728,0.0,0.0,2,1,3,1,2,7,7,0,3,1,2004.0,2,2.0,572.0,5,5,2,187,56,0,0,0,0,3,4,2,0,4,2009,9,4,190000
0,5,63.0,8487,1,1,3,3,0,2,0,5,2,2,0,2,7,5,0,2004,1,1,13,14,1,210.0,2,4,2,2,5,0,2,20.0,6,0.0,1480.0,1500.0,1,0,1,4,1500,0,0,1500,0.0,0.0,2,0,3,1,2,6,7,0,3,1,2004.0,2,2.0,570.0,5,5,2,192,36,0,0,0,0,3,4,2,0,8,2009,9,4,190000
5,5,64.0,8633,1,1,3,3,0,2,0,5,2,2,0,5,6,5,0,2005,1,1,13,14,4,0.0,2,4,2,2,5,4,2,193.0,6,0.0,545.0,738.0,1,0,1,4,738,738,0,1476,1.0,0.0,2,1,3,1,2,7,7,0,3,1,2005.0,0,2.0,540.0,5,5,2,100,35,0,0,0,0,3,4,2,0,2,2009,9,4,173500
5,5,85.0,11069,1,1,3,3,0,0,0,5,2,2,0,5,6,5,0,2007,1,1,13,14,4,0.0,2,4,2,2,5,4,6,0.0,6,0.0,608.0,608.0,1,0,1,4,608,788,0,1396,0.0,0.0,2,1,3,1,2,6,7,1,2,3,2007.0,0,2.0,440.0,5,5,2,100,36,0,0,0,0,3,4,2,0,7,2009,9,4,170000
0,5,67.0,8777,1,1,3,3,0,4,0,7,1,2,0,2,4,5,0,2003,1,1,13,14,4,0.0,3,4,1,3,3,3,4,0.0,4,0.0,0.0,0.0,1,0,1,4,1126,0,0,1126,0.0,0.0,2,0,2,1,2,5,7,0,3,5,2002.0,0,2.0,520.0,5,5,0,0,96,0,0,0,0,3,2,2,0,5,2009,9,4,108000
0,5,75.0,9937,1,1,3,3,0,0,0,7,2,2,0,2,5,7,0,1999,3,1,8,8,4,0.0,3,2,2,5,5,4,1,637.0,6,0.0,849.0,1486.0,1,0,1,4,1486,0,0,1486,1.0,0.0,1,0,3,1,4,7,7,0,3,5,1968.0,0,2.0,480.0,5,5,2,0,0,0,0,0,0,3,2,2,0,3,2009,9,4,167000
0,5,67.0,8877,1,1,3,3,0,4,1,7,2,2,0,2,4,6,0,1958,1,1,8,8,4,0.0,3,4,1,5,5,2,0,690.0,6,0.0,126.0,816.0,1,0,1,4,816,0,0,816,1.0,0.0,1,0,2,1,4,3,7,1,2,5,1958.0,3,1.0,288.0,1,1,2,0,0,0,0,0,0,3,4,2,0,5,2009,9,4,100000
9,5,64.0,7301,1,1,3,3,0,0,0,7,2,2,0,6,7,5,0,2003,1,1,6,6,1,500.0,2,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,1,0,1,4,495,1427,0,1922,0.0,0.0,3,0,4,1,2,7,7,1,0,3,2003.0,2,2.0,672.0,5,5,2,0,0,177,0,0,0,3,4,2,0,7,2009,3,4,198500
5,5,75.0,7950,1,1,0,0,0,0,0,7,2,2,0,5,6,6,0,1977,3,1,6,10,1,140.0,3,4,1,5,5,4,1,535.0,6,0.0,155.0,690.0,1,4,1,4,698,728,0,1426,0.0,0.0,1,1,3,1,4,6,7,0,3,1,1977.0,0,2.0,440.0,5,5,2,252,0,0,0,0,0,3,2,2,0,7,2009,9,4,159500
0,5,80.0,10682,1,1,3,3,0,4,0,7,2,2,0,2,4,6,0,1971,1,1,6,6,4,0.0,3,4,1,5,5,4,2,399.0,6,0.0,615.0,1014.0,1,4,1,4,1149,0,0,1149,1.0,0.0,1,0,3,1,4,7,2,0,3,0,1968.0,0,1.0,544.0,5,5,2,0,240,0,0,0,0,3,2,2,0,7,2009,9,4,127000
8,5,72.0,7200,1,1,3,3,0,4,0,7,2,2,0,7,6,6,0,1976,3,1,8,8,1,255.0,3,4,1,5,5,0,0,631.0,6,0.0,410.0,1041.0,1,0,1,4,1125,0,0,1125,1.0,0.0,1,0,3,1,4,6,7,1,1,5,1977.0,3,1.0,352.0,5,5,2,296,0,0,0,0,0,3,1,2,0,10,2009,9,0,125000
0,5,86.0,13286,1,1,0,3,0,4,0,7,2,2,0,2,9,5,0,2008,3,1,5,5,5,340.0,0,4,2,0,5,4,2,1234.0,6,0.0,464.0,1698.0,1,0,1,4,1698,0,0,1698,1.0,0.0,2,0,3,1,0,8,7,1,2,1,2007.0,0,3.0,768.0,5,5,2,327,64,0,0,0,0,3,4,2,0,2,2009,9,4,320000
14,6,35.0,3675,1,1,3,3,0,4,0,7,2,2,4,6,6,5,0,2006,1,1,13,14,1,80.0,3,4,5,2,5,1,2,547.0,6,0.0,0.0,547.0,1,2,1,4,1072,0,0,1072,1.0,0.0,1,0,2,1,4,5,7,0,3,2,2005.0,0,2.0,525.0,5,5,2,0,28,0,0,0,0,3,4,2,0,4,2009,9,4,145500
0,5,50.0,9405,1,1,3,3,0,4,0,7,2,2,0,2,5,9,0,2008,3,1,13,14,4,0.0,3,0,1,5,5,4,6,0.0,6,0.0,698.0,698.0,1,0,1,4,698,0,0,698,0.0,1.0,1,0,2,1,4,4,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,200,0,0,0,0,3,4,2,0,6,2009,9,4,118000
0,5,64.0,6410,1,1,3,1,0,4,1,7,2,2,0,2,4,5,0,1959,1,1,0,0,4,0.0,3,4,1,5,5,4,3,332.0,5,243.0,301.0,876.0,1,4,1,0,876,0,0,876,0.0,0.0,1,0,3,1,4,5,7,0,3,5,1959.0,3,1.0,320.0,5,5,2,0,0,0,0,0,0,3,2,2,0,3,2009,9,4,85000
0,5,70.0,11767,1,1,3,3,0,4,0,7,2,2,0,2,5,5,0,1950,1,1,8,8,4,0.0,3,4,1,1,5,2,5,1078.0,6,0.0,0.0,1078.0,1,4,1,0,1368,0,0,1368,1.0,0.0,1,0,3,1,4,6,2,0,3,1,1950.0,2,1.0,195.0,5,5,2,0,41,211,0,0,0,3,4,4,900,6,2009,9,4,120000
4,5,50.0,8405,1,1,3,3,0,4,0,7,2,2,0,0,4,3,0,1950,1,1,15,16,4,0.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,5,4,0,1,1088,441,0,1529,0.0,0.0,2,0,4,1,4,9,4,0,3,5,1945.0,3,1.0,240.0,5,5,0,92,0,185,0,0,0,3,4,2,0,4,2009,9,4,98000
1,5,56.0,4060,1,1,3,3,0,0,0,7,1,2,0,2,5,8,0,1950,1,1,14,15,4,0.0,3,4,2,1,5,4,6,0.0,6,0.0,864.0,864.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,4,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,96,0,0,0,0,3,4,2,0,7,2009,9,4,99900
0,5,74.0,10206,1,1,3,3,0,0,0,7,2,2,0,2,3,3,0,1952,0,5,2,2,4,0.0,3,4,3,3,3,3,4,0.0,4,0.0,0.0,0.0,2,1,0,1,944,0,0,944,0.0,0.0,1,0,2,1,1,4,2,0,3,5,1956.0,3,2.0,528.0,5,1,2,0,0,0,0,0,0,3,4,2,0,7,2009,9,4,82000
10,5,65.0,10926,1,1,3,3,0,4,0,7,2,2,2,2,5,5,0,1959,3,1,13,14,1,74.0,3,4,1,5,5,4,6,0.0,6,0.0,1678.0,1678.0,1,4,1,4,1678,0,0,1678,0.0,0.0,2,0,6,2,4,10,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,2,0,8,2009,9,4,119900
0,5,70.0,11767,1,1,3,3,0,4,0,7,2,2,0,2,5,5,0,1956,3,1,6,6,1,259.0,3,4,1,5,5,4,5,546.0,6,0.0,604.0,1150.0,1,0,1,4,1560,0,0,1560,0.0,0.0,1,0,2,1,4,7,2,1,5,1,1956.0,3,1.0,313.0,5,5,2,0,0,0,0,0,0,3,4,2,0,5,2009,9,4,103500
0,5,65.0,8926,1,1,0,3,0,0,0,7,2,2,0,2,4,3,0,1956,1,1,0,0,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,672.0,672.0,1,0,1,0,960,0,0,960,0.0,0.0,1,0,3,1,4,5,7,0,3,2,1956.0,3,1.0,288.0,5,5,2,64,0,0,0,160,0,3,2,2,0,10,2009,0,0,112000
4,5,67.0,12354,1,0,3,3,0,0,0,7,2,2,0,0,6,8,0,2000,1,1,14,15,4,0.0,3,4,0,5,1,2,6,0.0,6,0.0,684.0,684.0,1,2,1,4,684,512,0,1196,0.0,0.0,1,0,3,1,2,7,7,0,3,5,2005.0,3,2.0,528.0,5,5,2,0,46,0,0,0,0,3,0,4,800,8,2009,4,4,110000
4,5,45.0,8212,1,0,3,3,0,4,0,7,2,2,0,0,5,6,0,1950,1,1,14,15,4,0.0,3,4,1,5,5,4,5,626.0,6,0.0,94.0,720.0,1,0,1,4,854,444,0,1298,0.0,0.0,1,0,3,1,4,6,7,2,2,5,1940.0,3,1.0,256.0,5,5,2,84,0,0,0,0,0,3,4,2,0,9,2009,9,4,122000
4,5,60.0,10998,1,0,3,3,0,4,0,7,2,2,0,0,5,5,0,1960,1,1,14,15,4,0.0,3,4,1,5,5,4,3,408.0,1,420.0,156.0,984.0,1,0,1,4,984,620,0,1604,0.0,0.0,2,0,3,1,4,6,3,0,3,5,1977.0,3,2.0,660.0,5,5,2,0,68,0,0,0,0,3,4,2,0,7,2009,9,4,117000
4,4,70.0,6300,1,2,3,3,0,0,0,21,2,2,0,0,5,4,0,1950,1,1,8,8,1,88.0,3,4,2,5,1,4,3,832.0,6,0.0,0.0,832.0,1,4,1,4,832,436,0,1268,0.0,0.0,1,1,3,1,4,7,7,2,2,2,1938.0,3,1.0,250.0,5,5,2,0,0,55,0,0,0,3,4,2,0,7,2009,9,0,160000
4,4,55.0,4500,1,2,1,0,0,4,0,21,2,2,0,0,5,5,0,2000,1,1,13,13,4,0.0,3,4,0,5,5,4,5,182.0,6,0.0,611.0,793.0,1,0,1,4,848,672,0,1520,0.0,0.0,1,0,3,1,4,6,7,0,3,5,1968.0,3,1.0,281.0,5,5,2,0,0,56,0,0,0,3,4,2,0,7,2009,9,0,159434
1,5,60.0,8400,1,1,3,0,0,4,0,21,2,2,0,2,2,5,0,1950,1,1,14,15,4,0.0,3,4,1,5,1,4,5,290.0,6,0.0,0.0,290.0,1,4,0,1,438,0,0,438,0.0,0.0,1,0,1,1,1,3,7,0,3,5,1930.0,3,1.0,246.0,5,5,0,0,0,0,0,0,0,3,4,2,0,1,2009,9,4,60000
4,5,60.0,9900,1,1,3,3,0,4,0,21,2,2,0,0,6,7,0,1950,1,1,13,14,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,778.0,778.0,1,4,1,4,944,545,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,2,5,1940.0,3,1.0,240.0,5,5,2,335,0,0,0,0,0,3,1,2,0,7,2009,9,4,139500
7,5,102.0,15863,1,1,3,3,0,0,0,21,2,2,0,3,7,3,0,1970,1,1,14,10,4,0.0,3,4,0,5,5,4,2,523.0,6,0.0,301.0,824.0,1,0,1,4,1687,998,397,3082,1.0,0.0,2,1,5,1,4,12,7,2,5,2,1970.0,0,2.0,672.0,5,5,2,136,63,0,0,0,0,3,4,2,0,8,2009,9,4,197000
6,5,43.0,5707,1,1,3,0,0,4,0,21,1,2,0,5,6,6,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,583.0,583.0,1,2,1,1,647,595,0,1242,0.0,0.0,1,1,3,1,4,6,7,1,2,5,1926.0,3,1.0,180.0,1,5,2,329,96,0,0,0,0,3,4,2,0,3,2009,9,4,105000
4,5,65.0,7804,1,1,3,3,0,4,0,21,2,2,0,0,4,3,0,1950,1,1,15,10,4,0.0,3,4,0,5,5,4,1,622.0,6,0.0,500.0,1122.0,1,4,1,4,1328,653,0,1981,1.0,0.0,2,0,4,1,2,7,3,2,5,5,1981.0,3,2.0,576.0,5,5,2,431,44,0,0,0,0,3,2,2,0,12,2009,9,4,135000
1,5,64.0,8574,1,1,3,3,0,4,0,6,2,2,0,2,6,8,0,2000,1,1,12,13,4,0.0,2,4,0,5,5,4,6,0.0,6,0.0,816.0,816.0,1,0,1,4,1232,0,0,1232,0.0,0.0,1,0,3,1,2,6,7,1,2,5,1916.0,3,2.0,440.0,5,5,2,0,0,180,0,0,0,3,4,2,0,10,2009,9,4,147500
4,5,51.0,6171,1,1,3,3,0,4,0,21,2,2,0,0,6,6,0,1990,1,1,15,16,4,0.0,3,4,0,5,5,4,1,264.0,6,0.0,712.0,976.0,1,0,1,4,1160,448,0,1608,0.0,0.0,2,1,3,1,2,7,7,1,2,5,1925.0,3,1.0,216.0,1,5,2,147,16,0,0,0,0,3,2,2,0,10,2009,9,4,137450
6,5,60.0,7200,1,1,3,3,0,4,0,21,1,2,0,5,7,9,0,2007,1,1,14,15,4,0.0,2,2,2,2,2,4,0,350.0,1,210.0,0.0,560.0,1,0,1,4,575,560,0,1135,1.0,0.0,1,0,3,1,2,6,7,0,3,5,1971.0,2,2.0,576.0,5,5,2,256,0,0,0,0,0,3,2,2,0,4,2009,9,4,155000
4,5,57.0,7558,1,1,3,0,0,4,0,6,2,2,0,0,6,6,0,1950,1,1,3,12,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,896.0,896.0,1,2,1,4,1172,741,0,1913,0.0,0.0,1,1,3,1,4,9,7,1,5,5,1929.0,3,2.0,342.0,1,1,2,0,0,0,0,0,0,3,4,2,0,3,2009,9,4,177000
4,5,52.0,6292,1,1,3,3,0,4,0,21,2,2,0,0,7,7,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,861.0,861.0,1,2,1,4,877,600,0,1477,0.0,1.0,2,0,3,1,4,6,7,1,2,5,1928.0,3,1.0,216.0,5,5,2,0,50,0,0,0,0,3,4,2,0,8,2009,9,4,145000
6,5,53.0,7155,1,1,3,3,0,4,0,6,2,2,0,5,7,8,0,1990,2,1,14,15,4,0.0,3,4,0,5,1,2,6,0.0,6,0.0,600.0,600.0,1,0,1,4,628,600,0,1228,0.0,0.0,1,0,3,1,4,6,7,1,2,5,1918.0,3,1.0,215.0,1,5,2,0,113,0,0,195,0,3,2,2,0,5,2009,9,4,137000
6,5,53.0,10918,1,1,3,3,0,4,0,6,2,2,0,5,7,9,0,2004,2,1,8,8,4,0.0,2,4,0,2,5,4,6,0.0,6,0.0,1276.0,1276.0,1,0,1,4,1276,804,0,2080,0.0,0.0,1,1,3,1,2,9,7,2,2,5,1926.0,3,1.0,282.0,5,5,2,0,0,0,0,145,0,3,2,2,0,6,2009,9,4,234000
4,5,60.0,13680,1,1,3,1,0,4,1,6,2,2,0,0,5,6,0,1950,1,1,14,15,4,0.0,3,4,1,5,5,4,0,728.0,6,0.0,112.0,840.0,1,0,1,4,840,727,0,1567,1.0,0.0,1,1,2,1,4,6,3,2,5,5,1961.0,3,2.0,440.0,5,5,2,0,21,150,0,0,0,3,0,2,0,2,2009,9,4,205000
6,5,70.0,7500,1,1,0,0,0,4,0,6,2,2,0,5,6,7,0,1950,1,1,14,15,4,0.0,3,4,1,5,5,4,1,547.0,6,0.0,224.0,771.0,1,1,1,4,753,741,0,1494,0.0,0.0,1,0,3,1,2,7,7,2,2,1,1942.0,3,1.0,213.0,5,5,1,0,0,0,0,224,0,3,4,2,0,11,2009,9,4,177500
4,5,130.0,9600,1,1,0,1,0,4,0,6,2,2,0,0,5,7,0,1950,1,1,8,8,4,0.0,2,2,0,5,1,4,5,428.0,6,0.0,300.0,728.0,1,0,1,4,976,332,0,1308,1.0,0.0,1,1,2,1,4,7,3,2,5,5,1940.0,3,1.0,256.0,5,5,2,0,70,0,0,0,0,3,4,2,0,6,2009,9,4,160000
0,5,80.0,14680,1,0,0,1,0,4,0,6,2,2,0,2,5,4,0,1960,1,1,8,8,4,0.0,3,4,1,5,5,4,5,793.0,6,0.0,480.0,1273.0,1,0,1,4,1273,0,0,1273,0.0,0.0,1,0,2,1,4,5,7,0,3,1,1960.0,3,1.0,307.0,5,5,2,483,0,0,0,115,0,3,2,2,0,6,2009,9,4,155000
1,5,80.0,13360,1,0,0,1,0,4,0,6,2,2,0,2,5,7,0,2006,1,1,14,15,4,0.0,3,2,0,2,5,4,0,713.0,6,0.0,163.0,876.0,1,0,1,4,964,0,0,964,1.0,0.0,1,0,2,1,4,5,7,0,3,5,1921.0,3,2.0,432.0,5,5,2,0,0,44,0,0,0,3,4,2,0,8,2009,9,4,163500
4,5,54.0,7681,1,1,0,3,0,2,0,6,2,2,0,0,5,6,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,731.0,731.0,1,0,1,4,820,523,0,1343,0.0,0.0,1,1,3,1,4,7,7,1,2,5,1921.0,3,1.0,186.0,1,5,2,192,0,102,0,0,0,3,4,2,0,7,2009,9,4,154900
10,5,70.0,8145,1,1,0,1,0,0,0,6,2,2,2,4,7,6,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,4,3,246.0,6,0.0,674.0,920.0,1,0,1,4,1240,1240,0,2480,0.0,0.0,2,1,5,2,4,13,7,2,2,5,1940.0,3,2.0,400.0,5,5,2,0,0,57,0,0,0,3,4,2,0,7,2009,9,4,205000
0,5,70.0,9100,1,1,3,3,0,4,0,6,1,2,0,2,5,6,0,1954,1,1,3,3,4,0.0,3,2,0,5,5,2,5,154.0,0,694.0,264.0,1112.0,1,0,1,4,1112,0,0,1112,1.0,0.0,1,0,2,1,4,6,7,1,2,1,1954.0,3,1.0,390.0,5,5,2,0,0,0,0,0,0,3,2,2,0,10,2009,9,3,144800
6,5,75.0,12000,1,1,3,0,0,4,0,6,2,2,0,5,7,7,0,1950,1,1,8,8,4,0.0,3,4,1,5,5,4,5,275.0,6,0.0,429.0,704.0,1,0,1,4,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,7,1,2,1,1941.0,3,1.0,234.0,5,5,2,0,0,0,0,0,0,3,4,2,0,7,2009,9,4,174500
0,5,90.0,13339,1,1,0,3,0,4,0,6,2,2,0,2,6,6,0,1960,1,1,6,10,5,132.0,3,4,1,5,5,4,3,65.0,1,875.0,621.0,1561.0,1,4,1,4,1561,0,0,1561,1.0,0.0,2,0,3,1,4,6,7,1,2,1,1960.0,0,2.0,463.0,5,5,2,0,148,0,0,120,0,3,4,2,0,5,2009,9,4,193000
4,5,78.0,15600,1,1,3,0,0,4,0,6,2,2,0,0,5,7,0,2005,1,1,2,2,4,0.0,3,4,0,5,5,4,1,312.0,5,507.0,248.0,1067.0,2,1,0,4,986,537,0,1523,1.0,0.0,2,0,3,1,1,7,1,1,5,1,1949.0,3,1.0,295.0,5,5,2,0,0,81,0,0,0,3,4,2,0,10,2009,9,4,158000
